tool;sample_id;recall;precision;f1_score
greedy_questionable;47;0.11519589340982864;0.01867210313730778;0.03213538199154658
plasmidSPAdes;47;0.9999676476614652;0.30874090919253505;0.47181004370335666
mob_recon;47;0.15784705971163282;1.0;0.2726561481288304
greedy_putative;48;0.8778069407990667;0.9995504944560983;0.9347312826376579
greedy_questionable;48;0.0;0;0
plasmidSPAdes;48;0.8826782454662303;0.360309554697955;0.5117305343198063
mob_recon;48;0.17300152295777843;1.0;0.29497237569060775
greedy_putative;49;0.8815003343183142;0.9007200102858612;0.8910065386673871
greedy_questionable;49;0.0;0;0
plasmidSPAdes;49;0.9115781981321313;0.2800736944403116;0.42849606552626296
mob_recon;49;0.5618488881219939;1.0;0.7194663867867205
greedy_putative;50;0.8882874706943679;0.7167717905019589;0.7933655986950864
greedy_questionable;50;0.0049914108838686674;0.09380710659898477;0.009478478519551926
plasmidSPAdes;50;0.9233461899977312;0.3531494017426278;0.5108974237105841
mob_recon;50;0.17252779308333063;1.0;0.2942835028748341
greedy_putative;51;0.8820268206447833;0.8797758368470872;0.8808998907505854
greedy_questionable;51;0.028483859494968514;0.008591730322637183;0.013201442810894824
plasmidSPAdes;51;0.4622272432477667;0.0964816002000647;0.1596410173477886
mob_recon;51;0.30053976024603024;0.4807394093183901;0.3698583360360639
greedy_putative;52;0.43028446524228803;0.7020784610244597;0.5335629561027766
greedy_questionable;52;0.3712312460234386;0.05923417088857935;0.10216651188323923
plasmidSPAdes;52;0.88437185723375;0.7157865316322505;0.7911985073066762
mob_recon;52;0.6716232580095642;0.5315794749757013;0.5934513429642722
greedy_putative;55;1.0;1.0;1.0
greedy_questionable;55;0.0;0;0
plasmidSPAdes;55;1.0;0.7495798319327731;0.8568683957732949
mob_recon;55;1.0;0.020099999574107436;0.03940790036760946
greedy_putative;56;0.9928153204381154;1.0;0.996394708788015
greedy_questionable;56;0.08462164361269324;0.015056078645270964;0.025563788827909398
plasmidSPAdes;56;0.9941261023816838;0.8656487402892828;0.9254496710789749
mob_recon;56;0.7032872722838792;1.0;0.8257999501644435
greedy_putative;5;1.0;1.0;1.0
greedy_questionable;5;0.011828644501278773;0.002945428373263925;0.004716427951476071
plasmidSPAdes;5;1.0;0.9898116387344983;0.9948797358166116
mob_recon;5;0.9881886362065391;1.0;0.9940592338280351
greedy_putative;62;0.46709731213520833;1.0;0.6367639123479772
greedy_questionable;62;0.6214176636468395;0.07005404194375116;0.1259135224817966
plasmidSPAdes;62;0.44117426620073263;0.9512392839692622;0.6027839833003844
mob_recon;62;0.7572162002641959;0.974436680633347;0.8522022500546353
greedy_putative;63;1.0;1.0;1.0
greedy_questionable;63;0.0;0;0
plasmidSPAdes;63;0.0;0;0
mob_recon;63;0.9201403544137935;1.0;0.9584094749101885
greedy_putative;64;0.9371891978695501;0.9412720852101351;0.9392262044057941
greedy_questionable;64;0.1771003399084656;0.07773360342262531;0.10804406515477889
plasmidSPAdes;64;0.9295559778390386;0.8416898392929412;0.8834435221058138
mob_recon;64;0.21159971094398203;0.8213975266860607;0.33651102420298934
greedy_putative;65;0.9727346389904145;1.0;0.9861789008664952
greedy_questionable;65;0.0986612992207434;0.0143147786215717;0.025002012529286178
plasmidSPAdes;65;0.18441616095441693;0.8723204419889503;0.30446562858821263
mob_recon;65;0.5115487724984484;1.0;0.6768538095570761
greedy_putative;66;1.0;1.0;1.0
greedy_questionable;66;0.012161686031677891;1.0;0.02403111320951001
plasmidSPAdes;66;0.4517157170453947;1.0;0.6223197995882409
mob_recon;66;0.6982905602151278;1.0;0.8223452176836845
greedy_putative;76;0.8132054930572798;0.7432479663075485;0.7766545478996911
greedy_questionable;76;0.5788672001833566;0.06692873736658206;0.11998480807477861
plasmidSPAdes;76;1.0;1.0;1.0
mob_recon;76;0.6799472849857707;1.0;0.809486453608013
greedy_putative;85;0.7495465874120965;1.0;0.8568466742241083
greedy_questionable;85;0.2773714940968606;0.02437248190712752;0.044807732773689664
plasmidSPAdes;85;0.1825585341024771;0.7299910323954714;0.2920742010617584
mob_recon;85;0.3854533540830535;0.8678559455119722;0.5338155316753816
greedy_putative;86;0.9956880213929777;0.9949211617104888;0.9953044438397218
greedy_questionable;86;0.1329202179635638;0.01645700216925094;0.029287843399666277
plasmidSPAdes;86;0.9099631047636931;0.8527893740687544;0.8804490430228474
mob_recon;86;0.4337780930622351;1.0;0.6050840017171422
greedy_putative;87;0.8679652466367713;0.9874976163554275;0.9238811826726022
greedy_questionable;87;0.07389293721973095;0.013225649149454276;0.02243567309849022
plasmidSPAdes;87;0.9968142750373692;0.9893223438983169;0.993054179263592
mob_recon;87;0.5341344357249627;0.9784548593433244;0.6910354792033615
