tool;sample_id;recall;precision;f1_score
Recycler;102;0.4015182624329934;1.0;0.5729761405120327
Recycler;107;0.17597973667969555;0.06375517112899942;0.0936002047411747
Recycler;108;0.2757745345477157;1.0;0.43232487728794905
Recycler;109;0.2139694350581565;0.08218742502884605;0.11875866658729856
Recycler;110;1.0;1.0;1.0
Recycler;111;1.0;1.0;1.0
Recycler;112;0.2713094047113523;1.0;0.42681884316422947
Recycler;113;0.27139381900361303;1.0;0.4269232946504387
Recycler;114;0.943970157474401;1.0;0.9711776220894293
Recycler;115;0.9439200861227249;1.0;0.971151121757721
Recycler;116;0.27519975414874004;0.9658436213991769;0.428349133305405
Recycler;117;0.036726680024262146;1.0;0.07085122960933667
Recycler;118;0.3131823001448604;0.9721172789430989;0.473741578046728
Recycler;119;0.28178439187088383;1.0;0.43967518040938736
Recycler;120;0.2757483102671387;0.13140520643065295;0.17799067009141042
Recycler;121;1.0;0.07995213064440398;0.1480660639961825
Recycler;122;1.0;1.0;1.0
Recycler;123;1.0;1.0;1.0
Recycler;124;1.0;1.0;1.0
Recycler;129;0.0031254069540304725;1.0;0.006231338439568999
Recycler;133;0.0;0.0;0
Recycler;15;0.0;0.0;0
Recycler;16;0.0007198289600441209;0.016411997736276173;0.001379167729415289
Recycler;18;0.0;0.0;0
Recycler;19;0.022096660276460497;1.0;0.043237907206317865
Recycler;1;0.0;0.0;0
Recycler;23;0.0;0;0
Recycler;24;0.26019295183177843;0.9808341616896826;0.4112821275327811
Recycler;25;0.0;0.0;0
Recycler;26;0.06792300629027967;1.0;0.1272058114493266
Recycler;27;0.0;0;0
Recycler;28;0.0;0.0;0
Recycler;30;0.27322894810250936;0.802642341477293;0.40767910583435824
Recycler;31;0.0;0.0;0
Recycler;32;0.00029980113191582916;0.060810810810810814;0.0005966606890105046
Recycler;33;0.0;0;0
Recycler;34;0.0;0.0;0
Recycler;35;0.0;0;0
Recycler;36;0.0;0.0;0
Recycler;37;0.0;0;0
Recycler;38;0.4329617366586472;0.7249229545680486;0.5421332603007016
Recycler;39;0.2278766993833211;0.9231470175502542;0.36552451927808305
Recycler;40;0.0;0;0
Recycler;41;0.054336405155630554;0.7096309918842202;0.1009435670564398
Recycler;42;0.0;0.0;0
Recycler;44;0.0;0.0;0
Recycler;45;0.0;0;0
Recycler;46;0.0;0;0
Recycler;47;0.0;0;0
Recycler;48;0.0;0;0
Recycler;49;0.0;0;0
Recycler;50;0.0;0;0
Recycler;51;0.0;0.0;0
Recycler;52;0.0013751205796030622;0.018011963169567848;0.002555167301485906
Recycler;55;0.9922530664945126;0.7545185416017451;0.857208043869285
Recycler;56;0.0;0;0
Recycler;5;0.0;0.0;0
Recycler;62;0.0;0.0;0
Recycler;63;0.0;0.0;0
Recycler;64;0.008655621871905361;0.21491805239861228;0.016641041491833992
Recycler;65;0.0;0.0;0
Recycler;66;0.45168736812690596;0.9999372416822815;0.6222807438445358
Recycler;76;0.2085155757587333;0.3796200405545354;0.2691783633916843
Recycler;85;0.0;0.0;0
Recycler;86;0.0;0;0
Recycler;87;0.09286481689088191;0.8897650847778725;0.168176994275208
